TweetID	UserId	Tweet
439426702742024192	196432610	Lastnight I cried, till I fell asleep.
439423372011634688	196432610	Lastnight, talking a David about all my problems, the shit I've been through, I knew he's a good friend.
439422437352955904	196432610	& lastnight was one of those days.
439422161992679426	196432610	When I'm depress, I fall asleep early,
439283149197938688	196432610	I'm done, I'm done.
439277655951544320	196432610	I love Alicia no matter how much shit we go through we always talk about and where there like sisters (:
439150341012336640	196432610	Only music will make me happy!!!!!!
439148814025248768	196432610	I love to dance to Reggeton>>>>
438904132821213184	196432610	His dick was small, that all there saying.
440279493542830080	156036283	deseo acabar con todo...
440161332391059456	156036283	@quinti14 ouchh
440135783685828608	156036283	reaccióna encabronada como si el sueño fuese verdad ..jajajaja
439922528840982528	156036283	mis padres discutiendo quien grabo mejor el baile.. jajajaja
440330425232523265	156036283	@alexandrarosado el mio esta tan chaputeao que me da pena
440279493542830080	156036283	deseo acabar con todo...
440279227036729345	156036283	@NEWdanicsierra em que?
440165319995588610	156036283	@alexandrarosado @mememecaigo que? voy a morir! yo ni se como hacerlo! :'(
440161584581967873	156036283	@mememecaigo dime que eso no es para mañana y que es para el 5:(
440157202738069504	156036283	@quinti14 ouchh..como te lo doblaste?
440141155066724352	156036283	no poder ir a la playa porque no he terminado de estudiar me duele :/
440135783685828608	156036283	reaccióna encabronada como si el sueño fuese verdad ..jajajaja
439922528840982528	156036283	mis padres discutiendo quien grabo mejor el baile.. jajajaja
439922402227933184	156036283	@PMGA_ jajajajaaj mi papa hiso lo mismo!
439919718741598208	156036283	@colon_andre papi lo grabo en su cel
439916531775193088	156036283	mi tia llorando viendo el video esto no pasa
439914762923937792	156036283	sigo viendo el baile de nosotras y sigo llorando
439894334671163392	156036283	@vivivazq cuando no?
439882108656713728	156036283	@yandiaflandia vivi durmio como 18 ...
439849262936244225	156036283	"¿vas hacer algo hoy?"
-sii,decir que voy a estudiar y terminar trabajos y no hacer tres carajos...
439835674968354816	156036283	mil cosas que terminar y yo sigo aqui en mi cama esperando que de alguna manera se hagan ...
439835196524101632	156036283	como es posible que dormi tanto y quiero seguir durmiendo...
439833556706398208	156036283	dormí  15 horas ...
439564969987043328	156036283	este dia se me ha hecho eterno
439497682458255360	156036283	esta urbanisacion es enorme...
439380476026171392	156036283	que empieze ya!
439363343665889280	156036283	@saocopapi a mi tambien me dio! -.- voy a llorar!
439362951435522048	156036283	no hay nadie en la escuela todavia cual es proposito ....
439361461488746496	156036283	escondiendonos... JA!
439361289442562048	156036283	quiero café ahora!
439149594770165760	156036283	@esthimarie graciass:)
439149558023860224	156036283	@esthimarie oka
439149463824007168	156036283	@NEWdanicsierra como pagamos pal de $$$ por mañana yo no me lo quito:)
439147120743157760	156036283	@esthimarie ustedes pidieron las camisas exactas? pq mi mama se antojo de una ahora-.-
439132273397747712	156036283	el rotulo del baño:"orine feliz,orine contento pero por favor orine adentro.." :')
439094623378890752	156036283	hoy me siento bien senior...
438903483451072512	156036283	me queje de las preguntas por dos horas...las termine en menos de media hora
438866981870370816	156036283	ni el header he hecho....
438666475126026240	156036283	por que me levante? -.-
438536662692270080	156036283	va tener un hijo...confrsion es mio!
438534002547232768	156036283	pregunta del semestre:"para donde te vas a estudiar?"
438533286273351680	156036283	este cielito lindo! :)
438531672330735616	156036283	no siento mis piernas-.-
438530666230452224	156036283	cuando se quito la camisa >>
438530306057191425	156036283	la gente que no fue por cobarde se lo perdio!
438425472960327680	156036283	@christ1226 uhh se ven cabronas:)
438145426198638592	156036283	@esangiecarajo lo que tu digas jajajaja
438142889160622080	156036283	antes de comer:" cállate no me hables,te odio"
despues de comer:"cállate no me hables,estoy feliz"
437750983863848960	156036283	@esangiecarajo yo?
437735487642796033	156036283	@vickybichawang jajaja yo se que es sm no es pa mi,pero queria contestar jajaajajaj
437730973812547584	156036283	no tener carro sokea
437641061713063936	156036283	@esangiecarajo embrace mis toterias jajaja
437631988552724480	156036283	normal
437626972853010432	156036283	@esangiecarajo te pasa!
437412248047587328	156036283	@esme1470 la indesición mata jajaj
437406705933361152	156036283	@esangiecarajo se sabe las canciones! JAAJAJ
437194400297676800	156036283	se me olvido que hoy yo trabajo...
437056375227944960	156036283	@Jdulzaides23 ahora quiero saber..
437052826691592193	156036283	@Jdulzaides23 no se supone
437008204019793920	156036283	@fabiolad_ruin hasta el caballo quiere de eso...
436988112649342977	156036283	@paolancc4 @vickybichawang jajaja te vas a reir! jajaja no te vi hoy:(
436819785738125312	156036283	no se si ir hoy ya que nadie me quiere llevar...
436679041618575360	156036283	@paolancc4 ya tengo set lo que vas a bailar en la entrada! verdad @vickybichawang  JAJAJAJA :'D
436678709949394945	156036283	@vivivazq @adrianadanner jajaja libertad pfftt que es eso?
436675631464857600	156036283	@fabiolad_ruin @colon_andre * yo dejo para la imaginacion ...
436673053242966016	156036283	@fabiolad_ruin @colon_andre habla claro a nadie le gusta usar pantalones...te impide tanto jajaja
436670168249667585	156036283	esperando por ti...
436320804415238144	156036283	mi cara esta tan roja como el emoji encabronado ...
435998419459776512	156036283	tengo que dormir pero no puedo
435993562447364096	156036283	mañana voy a estar todo el dia con sueño probablemente
435942003944460288	156036283	@natigvila se nota que ella es ciega jajajaj ella es un palillo
435925009551609856	156036283	deseo acabar con todo ya y dormir
435747788400652288	156036283	"@esangiecarajo: @arianaasalgado DÓNDE TU ESTÁS? !?!!!" en mi cama desangrandome y estudiando.. creo que llego mas tarde hoy :/
435629875945537536	156036283	estoy demasiada confiada en que mañana no voy
435629405465874433	156036283	@alexandrarosado esta facil...yo lo que no hise fueron los dbq
435628854414438402	156036283	@alexandrarosado era un chistesito   obviamente leer no es una obsción ...
435627452669657088	156036283	@christ1226 es esta semana o la que viene?
435626810383302656	156036283	@pmva95 eso no hace sentido
435626612730888192	156036283	"@PattyB_14: Alguien hizo las preguntas de español ? " ja! nop
435586851081297920	156036283	@alexandrarosado  yo la tengo a ultima JA .. envdd estoy dependiendo en que me dejen faltar yo no he hecho nada de nada
435583308152733696	156036283	@paolancc4 ya yo pregunte jajaj
435583112752672768	156036283	@PattyB_14 tu ya la hiciste?
435582539978526720	156036283	@PattyB_14 pffftt JA! yo no he llegado a mi casa:/ y son un cojon de ejercisios
435580610611257344	156036283	@paolancc4 @sarah6sofia9 del papel ese mañana lo hacemos en clase y igual cn el de apush
435555666850500608	156036283	@PattyB_14 JAJAJAJJ
435492340002988032	156036283	@mememecaigo @isatpc JA ese examen fue un chiste!
435489656332103680	156036283	@mememecaigo que si que!
435163087877197825	156036283	explicando todo con metáforas ...
435051584951947264	156036283	@esangiecarajo exacto jajajaa
435048538217922560	156036283	tengo mil cosas para adelantar y no tengo tiempo para hacerlas:'(
434766066431295488	156036283	@PattyB_14 @mememecaigo  todos ayer JAJAJA
434723628203409408	156036283	@esangiecarajo porquee?
434479245990313984	156036283	@mememecaigo de luto por hoy..#todossomosmartirio
434478391937757184	156036283	@esangiecarajo tiene un valentine y no soy yo :/ JA
434477181515730944	156036283	@mememecaigo siempre
434476979145158656	156036283	no quiero saber mas de azucar por un rato...
434152284499771392	156036283	@esangiecarajo yo!
433817644769497088	156036283	no se que sentir...
433808112517394432	156036283	@yandiaflandia en serio!tengo una migraña!
433798019709169664	156036283	este dolor de cabeza no me deja estudiar...
433797882177912832	156036283	No puede ser:D
433434654063230977	156036283	@christ1226 @esangiecarajo  quien te crees tu! mandandola a callar!a que te palto!
433432659713589249	156036283	@esangiecarajo lo sigo leyendo y me meo de la risa!
433429162489958400	156036283	@esangiecarajo tu foto me hiso el dia! jajaja
433429015764815872	156036283	una flor de papel .. JA!
433413146112688128	156036283	todos los dias es lo mismo...
se que te tengo que prestar atención,pero no ya esto se acabo no quiero más de ti. *dialogo con mis libros*
433068989577957376	156036283	@LoubrielClaudia jajajajajja
433061081763053568	156036283	@vivivazq @adrianadanner jajajajajaj infieres bien...
433057235489812480	156036283	@vivivazq @adrianadanner jajajaja pero a ella le quedo esa charreria...
433041261650788352	156036283	yo no estoy mentalmente preparada para decir donde voy a estudiar y vivir por cuatro años de mi vida
432551990229344256	156036283	en 3 meses ...
432299369954820096	156036283	"@mayarodriguez96: @arianaasalgado no tengo con quien salir mojona jajajajaja" por esa misma hosyilidad no tienes con quien salir...jajaja
432298217855000577	156036283	@mayarodriguez96 jajajajaj
432297032834093056	156036283	@mayarodriguez96 vaga tu tienes carro... jajaja
432253026305187841	156036283	baño frío ahora mismo>>
432249642278203392	156036283	"@NEWdanicsierra: @vickybichawang el día que entienda tus tiraeras sería un día productivo" jajajaja yo tambien quisiera saber de que hablas
432170994237988864	156036283	@esangiecarajo jajajajaja no fue el unico que me lo menciono...es como que ohh gracias no estaba conciente tu sabes porque no tengo espejos.
432146757490049024	156036283	@natl8 tiene poderes,te lo juro...
432032543681314816	156036283	hoy vi a mi nuevo amor platonico..
432032305407066112	156036283	me contaron cosas que no supero...
431951525695741952	156036283	odio el proceso de preparación
431949748929830914	156036283	ya llegue al punto de que ni tengo que preguntar ...
431945242044952577	156036283	@PattyB_14 para donde tu vayas hun! jaja no se ..para donde vamos?
431872254579073025	156036283	¿qué comer?
431553316318093312	156036283	"Picheale al gym,comete un mantecado..."
431547169687228416	156036283	"@mememecaigo: @arianaasalgado todavia estas picá" bien cabron!
431389566977998848	156036283	me entere que hay tipo ahi que se copio de mi avi..:o que se cree?
431389321468608512	156036283	despues de ayer le cogí cosa a los guineos
431388483765407744	156036283	me quede dormida ayer no comi ni estudie...levantarme hoy no vale la pena
431387934676484096	156036283	"@aleeisaabeel: Bueno gracias al guineo de ayer no tengo falda para la escuela " yo no tengo camisa limpia... jajaja
431379459623895040	156036283	@esangiecarajo  contestame!
431240929748328449	156036283	@p_cabrero jaajaja en serio? yo ahi siempre diciendo el nombre mal :/
431224905204785152	156036283	@esangiecarajo vamos a pichar y a irnos a desayunar!!
431134118282555392	156036283	@mememecaigo que paso?
431102550960766976	156036283	@natigvila me maltrato con un guineo -.-
431088842809303040	156036283	tengo el labio y mitad de la cara roja...
431088530363019264	156036283	Mi clase senior es especial...tirando guineos al abanico para ver que pasa! Resultado explota y me da en la cara:/
431088046214504449	156036283	GUINEO-FETA...JAJAJAJA me duele cc
431087718584815616	156036283	Me metieron con un guineo en la  cara! JAJAJAJJAJ
431029504451305473	156036283	"@mememecaigo: @arianaasalgado pobre de ti"por que?
430909382910414848	156036283	@quinti14 ANDAAA
430908778351833088	156036283	@vivivazq trae el pintaña y yo te las pinto...uno lindo porque yo tambien me las quiero pintar jajaja
430906764494520322	156036283	"vamos a faltarnos el respeto usando el alfabeto completo.."
430901229388972033	156036283	@saocopapi ohhh ya veo.. no entiendo lo que occurre todavia jajaajaj
430895688059060224	156036283	@saocopapi pregunta pendejisima pero ..todo bien?
430892429009371137	156036283	@esangiecarajo no. y no
430891892247515136	156036283	@esangiecarajo no me dejes sola-.-
430891763302035456	156036283	con las ganas de viajar
430882010198835200	156036283	llegue a un nivel nuevo de procrastinacion...
430878166400262144	156036283	@mememecaigo  JAJAJAJAJAJAJA
430848429204717570	156036283	@mememecaigo yo tambien le textie y me respondio super bella!
430811079258951680	156036283	"eres de lata,pero te amo como si fueses de oro" - @mememecaigo
430774721211564032	156036283	las canciones que nos enseña @mememecaigo
430521232833126400	156036283	@christ1226 jajaj no eres tu el unico-.-
430519734732595200	156036283	amo cuando me picheas :)
430507185672843264	156036283	No me regaño por estar quemada porque esta feliz yayy!
430297160438255617	156036283	¿tengo que ir?
430176063948599296	156036283	@claudia_bea103 casi todo el dia pq paraba y no hacia nada por pal de tiempo..pero despues que tuve las 5 me tomo como 1 hora en escribir
430152672935555072	156036283	los broncos estan arrebatados por eso le estan dando una pela-.-
430147806745993217	156036283	que bello
430134861270376448	156036283	otro más-.-
430126732268806144	156036283	Espero que dias como este se repitan
430087628600655872	156036283	que hambre tengo...
430087380234956800	156036283	faltabas tu
430087197065486337	156036283	que dia más rico...
430055880068186112	156036283	@claudia_bea103 JA!yo solo hise la mono
430051986416091136	156036283	@claudia_bea103 yo solo tenia español y tu?
430037253122174977	156036283	@PMGA_ lo termine ayer
430033099788136448	156036283	se siente tan rico no tener que hacer nada hoy
430015588585721856	156036283	@zapi_z  oka
430014735929864192	156036283	deseo vivir aqui
429743181337354241	156036283	ahora?
429664285829398528	156036283	saber lo que estoy buscando y que no lo tengan-.-
429454461556490240	156036283	hay momentos que adoro a mi sis y en momentos la quiero matar ...
429429210680397824	156036283	@gabicampa888 no se
429402324822667265	156036283	quiero salir, pero no quiero salir...me entiendes?  odio estar en estas
429373461405114369	156036283	@esangiecarajo  JAJAJA en serio...no creo que alguien pueda ser tan directo...
429372888987492352	156036283	él si sabe lo que es "hablar claro" ... @esangiecarajo
429262469438406656	156036283	no puedo creerlo...
429194549282746368	156036283	voy a salir llorando de ese examen...
429045454387834881	156036283	"@vivivazq: @arianaasalgado EN SUS OJOS NADAMAS? En los del mundo!" JA! Ditoo
429045272241795072	156036283	@mememecaigo no se dice asi? JAJAJAJAJAA dejame!
429044731965083648	156036283	"@vivivazq: @arianaasalgado no comprendo porque se rien deverdad " yo tampoco entiendo.. eres comediante en sus ojos o algo jajaj
429043843217244160	156036283	quieres hacer a @mememecaigo feliz solo hablale de penes flacidos y estas en ley! :') JAJAJAJ ME MEO
429043546004660224	156036283	todas en metal se rien de los chistes de @vivivazq  y su ego aumenta más y más! jajajajaa
429043129556402176	156036283	"@mememecaigo: oka correcion: La Estudiante Senior Con El Lenguaje Mas Sucio, Puñeta" JAJAJAAJ AMEN. CARAJO!
429036795267801089	156036283	me gusta como sale el iconsito de cuando tienes un DM
429028381431054336	156036283	@mayarodriguez96 @gabacristina jajajajaja cruel.
429001095835582464	156036283	"Ella no entiende que su problema es su cara" #haltadeodio @PMGA_
428691594985111552	156036283	@DanielaMuns @mayri_8 yo super brinca verja aqui..pero si eso todo es parte de los requisistos ...el gpa no es lo unico jajaja
428337292034719744	156036283	@fabsmarie2014 JAJAJA beeeeaaappp...
428328931058798592	156036283	"@colon_andre: Por qué estudian de historia si no cuenta pa' un carajo?" AMEN.
428013430092873729	156036283	de cado 10 intentos, subo 1 punto...
428012278404087808	156036283	@esangiecarajo llegue al 3... poco a poco
428010842962264064	156036283	soy un fracaso! horas y sigo en el 2-.-
427991600334405632	156036283	el segundo tubo me quiere no paso de ese!ñeta-.-
427991492708544512	156036283	que frustración este juego!
427760379947937792	156036283	no quiero,no quiero,no quiero
427634281469714433	156036283	anda pal carajo esa parte! :O musicasam!
427627179640635393	156036283	@sarah6sofia9 como lo lees! jajaja
427611508227702784	156036283	"Nadie tiene como ocho voces!" JAJAJJA ME MUERO
427558811030016000	156036283	llego a casa :"fo ahora tengo que seguir estudiando"
Mi hermana:"vistete que vamos a salir"
427512588646506496	156036283	las 0 ganas mia de no hacer nada de la escuela llego a un nivel que prefiero estar horas haciendo ejercisio que leer y estudiar....
427479735669907456	156036283	me levante temprano para estudiar,me quede dormida pensando en que me tengo que levantar...
427478179994157056	156036283	si tuviese un dollar por cada pagina que tengo que leer  ....
427241348811735040	156036283	@esangiecarajo ni idea!:/
427210899871764480	156036283	conversación controvercial
427153297813045248	156036283	@esthimarie fuiste sin mi despues que ayer hablamos de sushi -.- desconcideracion con tus compañeras de metal jajaj @vivivazq
427133769079066625	156036283	@sarah6sofia9 si sii es un deber!:)
427132974556250112	156036283	@DanielaMuns graciasd:) jajah
427127261490192384	156036283	@DanielaMuns SII me encanta tanto! voy a decir gracias pq me facina que a todo el mundo le cause risa y es ni vida en una foto!JAJAJ
427124508944637952	156036283	@fabsmarie2014 culeca porque tiene novio! como te van esas 15 horas de comprometida? JAJAJ
427100647637651456	156036283	tengo hambre y no hay absolutamente nada en mi nevera-.-
427100038343700480	156036283	@claudia_bea103 wow de las pocas que me entiende!
427069742223220736	156036283	@vivivazq nena aja!nos tomamos un cojon de fotos pq insistias que fueramos las de metal solamente JAJAJ
427064160036585472	156036283	no capto que todo fue por 1 ...
427063965982543872	156036283	la pizza nunca me falla ...
425788620830949376	156036283	La conversación de precol mas vale que continue! @mememecaigo @PattyB_14  @salim_rosa
425548842889924608	156036283	que dolor :(
425546603932700672	156036283	@CarolaNicole1 la ptimera no lo fue... mi cara si fue cosada jajaj
440152295204864000	432879040	Not Found
440055926641266691	432879040	Not Found
440022601868771328	432879040	Not Found
439993600776994817	432879040	Not Found
439985103821733888	432879040	Not Found
439955589402071040	432879040	Not Found
439865061775900672	432879040	Not Found
439857793965637632	432879040	Not Found
439813178248019968	432879040	Not Found
439446778207686656	432879040	Not Found
439435626539016192	432879040	Not Found
440533172707532800	28261811	Finally made a dental appointment.. While smoking a cigarette. Yay me
440449454827511808	28261811	FML. Of course now I'm super sleepy
440410536971235328	28261811	@Gibby424 join me haha
440174761079865344	28261811	Come on Real! Step it up
440162624496345088	196432610	I love this song (:
439853623388811264	196432610	@biittchmiko I should be there in an hour or less
439850208969502720	196432610	What the fuck is going on in my snapchat!!!
439829604727926784	196432610	Ayyyyyyyeeeeee!!!!
439638845189914624	196432610	Can I dance till I have no more energy left or???
439615454747705344	196432610	@biittchmiko I couldn't go, I'm going at 1
440367406456635392	344381749	Not Found
440059276438933504	344381749	Not Found
440057991312596993	344381749	Not Found
439586382885818368	344381749	Not Found
439580231905472513	344381749	Not Found
439298665312559105	344381749	Not Found
439298221592956928	344381749	Not Found
439294756288348160	344381749	Not Found
439192517595000832	344381749	Not Found
438958602271727616	344381749	Not Found
438957146407854080	344381749	Not Found
438955639969038336	344381749	Not Found
438954123350638593	344381749	Not Found
438941180781264896	344381749	Not Found
438939948738031616	344381749	Not Found
438570393616392193	344381749	Not Found
438567064958009344	344381749	Not Found
438564492985634816	344381749	Not Found
438555361201516546	344381749	Not Found
438552683570425856	344381749	Not Found
438552462182449153	344381749	Not Found
438531856833576960	344381749	Not Found
438530082219388928	344381749	Not Found
438388417995358209	344381749	Not Found
438344624071917568	344381749	Not Found
438207949039603712	344381749	Not Found
438206436267397120	344381749	Not Found
438206094540673024	344381749	Not Found
437833682678599680	344381749	Not Found
437832739333476352	344381749	Not Found
437830949120638976	344381749	Not Found
437086041736896512	344381749	Not Found
436723134733897728	344381749	Not Found
436722846740398080	344381749	Not Found
436720880253554688	344381749	Not Found
435992052732395520	344381749	Not Found
435154493303304194	344381749	Not Found
434542438380621825	344381749	Not Found
434491652325928960	344381749	Not Found
434454984617238528	344381749	Not Found
434438130519666688	344381749	Not Found
434390909942128641	344381749	Not Found
434378718253830145	344381749	Not Found
434366510820110336	344381749	Not Found
434354888022052865	344381749	Not Found
434144027831590913	344381749	Not Found
433768634872115200	344381749	Not Found
433765503136305152	344381749	Not Found
433747457281781761	344381749	Not Found
433676173806018560	344381749	Not Found
432511960618237954	344381749	Not Found
432509470132805633	344381749	Not Found
432508581242343424	344381749	Not Found
432508073823830016	344381749	Not Found
432507441436045312	344381749	Not Found
432342837535858688	344381749	Not Found
432342596573085698	344381749	Not Found
432192432600399872	344381749	Not Found
432166663920697345	344381749	Not Found
431822778757414912	344381749	Not Found
431553337859653632	344381749	Not Found
431397616799059969	344381749	Not Found
431386971164770305	344381749	Not Found
431380959821193216	344381749	Not Found
431199899518898176	344381749	Not Found
431159091008774144	344381749	Not Found
430543045193261056	344381749	Not Found
430261989114273793	344381749	Not Found
430220640503623680	344381749	Not Found
429845314514612224	344381749	Not Found
429696628392349696	344381749	Not Found
429694563771379712	344381749	Not Found
429467415777275904	344381749	Not Found
429465018732523520	344381749	Not Found
429464381823283200	344381749	Not Found
429124386298150912	344381749	Not Found
428930933140357120	344381749	Not Found
428910968412717057	344381749	Not Found
428461518032629762	344381749	Not Found
428421601789362176	344381749	Not Found
428412466901426176	344381749	Not Found
428296126219837440	344381749	Not Found
428048337372069888	344381749	Not Found
427696259915186176	344381749	Not Found
427631473407971328	344381749	Not Found
427623039606345728	344381749	Not Found
427574741465960448	344381749	Not Found
427566829880348672	344381749	Not Found
427411022081568768	344381749	Not Found
427407834750275584	344381749	Not Found
427381778404225024	344381749	Not Found
427350434248802304	344381749	Not Found
427345609494773760	344381749	Not Found
427327936077639680	344381749	Not Found
427327789729980416	344381749	Not Found
427325007945953280	344381749	Not Found
427323076133392386	344381749	Not Found
427312366993174528	344381749	Not Found
427307973380014080	344381749	Not Found
427305831218958336	344381749	Not Found
427254188679000064	344381749	Not Found
427249801923538944	344381749	Not Found
427248765003522049	344381749	Not Found
426898543312261120	344381749	Not Found
426893351263019008	344381749	Not Found
426373851388190720	344381749	Not Found
426226872708370433	344381749	Not Found
426226009583529984	344381749	Not Found
426158635706634240	344381749	Not Found
426153472224792578	344381749	Not Found
426153342163632128	344381749	Not Found
426152500568137728	344381749	Not Found
426152093796143104	344381749	Not Found
426151322648203265	344381749	Not Found
425967389709045760	344381749	Not Found
425962013932535808	344381749	Not Found
425931623918350336	344381749	Not Found
425890851416322048	344381749	Not Found
425874365331144704	344381749	Not Found
425874284527882241	344381749	Not Found
425873563749326848	344381749	Not Found
425839212298911744	344381749	Not Found
425836659846836224	344381749	Not Found
425836075890638848	344381749	Not Found
425835355053387777	344381749	Not Found
425833169971994624	344381749	Not Found
425683347101085697	344381749	Not Found
425666511282253825	344381749	Not Found
425462935800918016	344381749	Not Found
425462666681786368	344381749	Not Found
425460565192867840	344381749	Not Found
425445768971825152	344381749	Not Found
425408891749281792	344381749	Not Found
425408749486882816	344381749	Not Found
425182607614017536	344381749	Not Found
424673527053025280	344381749	Not Found
424669588911951872	344381749	Not Found
424663519179456512	344381749	Not Found
424660848036941824	344381749	Not Found
424398259130355713	344381749	Not Found
424121443853414400	344381749	Not Found
424032407814029312	344381749	Not Found
423979402381111296	344381749	Not Found
423549857429614593	344381749	Not Found
423543756655063040	344381749	Not Found
423411760834433024	344381749	Not Found
423394968783171584	344381749	Not Found
423043754614747136	344381749	Not Found
423027457793351680	344381749	Not Found
422970885159387137	344381749	Not Found
422959332859195392	344381749	Not Found
422955939562401792	344381749	Not Found
422953502554337280	344381749	Not Found
422862242678181888	344381749	Not Found
422825794046398464	344381749	Not Found
422825627868082176	344381749	Not Found
422660096607268864	344381749	Not Found
422620634980421632	344381749	Not Found
422620025053126656	344381749	Not Found
422619046358425601	344381749	Not Found
422618906956546049	344381749	Not Found
422617515181604864	344381749	Not Found
422617346281205760	344381749	Not Found
422617082115526657	344381749	Not Found
422616241983868928	344381749	Not Found
422615800453689344	344381749	Not Found
422615681213804544	344381749	Not Found
422615532173410305	344381749	Not Found
422611925269098497	344381749	Not Found
422611717579755520	344381749	Not Found
422611518480326656	344381749	Not Found
422608218561318912	344381749	Not Found
422472566192607232	344381749	Not Found
421460788071505920	344381749	Not Found
421456110164250624	344381749	Not Found
421448160653754368	344381749	Not Found
421165444217581568	344381749	Not Found
421152629960351745	344381749	Not Found
421117247109615616	344381749	Not Found
421089757989335040	344381749	Not Found
420793709953687554	344381749	Not Found
420773241058103296	344381749	Not Found
420772884353544193	344381749	Not Found
420766680050970624	344381749	Not Found
420709524413353984	344381749	Not Found
420707442755121152	344381749	Not Found
420705531549200384	344381749	Not Found
420680252307042304	344381749	Not Found
420437522661928960	344381749	Not Found
420043856072024064	344381749	Not Found
419957090007126017	344381749	Not Found
419549459463544832	344381749	Not Found
419549225564008448	344381749	Not Found
419535654608191488	344381749	Not Found
419535600132583424	344381749	Not Found
419360099056881664	344381749	Not Found
418851639815327744	344381749	Not Found
418636385202208768	344381749	Not Found
418635981424963584	344381749	Not Found
418278040553394176	344381749	Not Found
418278004922777600	344381749	Not Found
418119748950712320	344381749	Not Found
417794792639447040	344381749	Not Found
417793788669870080	344381749	Not Found
417740087699726336	344381749	Not Found
417376046145892352	344381749	Not Found
417094335088164866	344381749	Not Found
417094195468189696	344381749	Not Found
417089911573852160	344381749	Not Found
417085976721104896	344381749	Not Found
417080996333228032	344381749	Not Found
417055442498383872	344381749	Not Found
417025679654653952	344381749	Not Found
416745012714827776	344381749	Not Found
416744484748423168	344381749	Not Found
416743966617640960	344381749	Not Found
416743830487334912	344381749	Not Found
416742805332316161	344381749	Not Found
416742421964550144	344381749	Not Found
416717764322426880	344381749	Not Found
416717648899375104	344381749	Not Found
416701283857231872	344381749	Not Found
415028004524269570	344381749	Not Found
415026801304276993	344381749	Not Found
415013333763629056	344381749	Not Found
414840291234172928	344381749	Not Found
414839924337426432	344381749	Not Found
414839825758695424	344381749	Not Found
414839148391198720	344381749	Not Found
414838266807222272	344381749	Not Found
414837708465664001	344381749	Not Found
414837430978871296	344381749	Not Found
414835807422525440	344381749	Not Found
414835460847173632	344381749	Not Found
414834843050979328	344381749	Not Found
414834477790011392	344381749	Not Found
414820934336655360	344381749	Not Found
414820733882478593	344381749	Not Found
414815826886144000	344381749	Not Found
414811897494388736	344381749	Not Found
414811564768628736	344381749	Not Found
414810377759645697	344381749	Not Found
414793916152442880	344381749	Not Found
414599113443799041	344381749	Not Found
414443252859695104	344381749	Not Found
414277428555444225	344381749	Not Found
413790655832662016	344381749	Not Found
413023278567936000	344381749	Not Found
412968488605462528	344381749	Not Found
412606480765186048	344381749	Not Found
412600713500708864	344381749	Not Found
412596944318373888	344381749	Not Found
412491948931297281	344381749	Not Found
