	tweetId	userId	tweet
100	430464527050616832	1160520883.0	2 Days till Paydayyyyyyyyyy ;D
101	430132325754478593	1160520883.0	That interception thoughhh >>>>
102	430076443024822272	1160520883.0	@Jason100Fires Doesn't surprise me lol & I thought so cuz from all the time in school I don't remember u talkin bout sports at least once..
103	430075510891114496	1160520883.0	@Jason100Fires then you my friend need to smoke some & sit down and chill lol u don't like sports right!?
104	429650925473366016	1160520883.0	Ahhh I can't wait till Pay Day!!!!
105	429478448554184704	1160520883.0	Being sexually frustrated <<<<<<<<
106	429467756132433921	1160520883.0	Life is complicated rn..
107	429467215360839680	1160520883.0	I need a secret place I can go to, to just be alone & think just me, all alone, under the sky, reflecting on life..
108	429466770018029568	1160520883.0	Can I just disappear?
109	429463980382228480	1160520883.0	People Change...
110	429450566800916481	1160520883.0	Difference between a girl & a woman is a woman knows her place. A girl creates a big drama scene..
111	429338978970374147	1160520883.0	I hardly tweet now that I got a job Glad I ain't part of the unemployed crew! My tweets receded and my money growin $$$$
112	429111594966978560	1160520883.0	Can I run away with you?
113	429111419250806784	1160520883.0	Cause nobody's ever made me feel the way you do
114	429111226929410049	1160520883.0	Something bout you bby drives me crazy
115	429105193049788416	1160520883.0	@sanluispotoyees so it's more than fuckin real cause niggaaaa... you made me into an emotional wreck lol jk
116	428775457954099201	1160520883.0	Suga Suga How You Get So Fly?(;
117	428705842003591168	1160520883.0	@Monimaravilla19 on a scale of 1-10 how good was it? Lol
118	428650977944555520	1160520883.0	@sanluispotoyees lmao no but the food was yummmm ^.^
119	428591159590400000	1160520883.0	@FriendlyAssh0le: Mexicans would have knocked 400 years of slavery out in two summers. Niggas are all about that work You ain't even lyin!
120	428590469698686976	1160520883.0	@brissamayen lmfao xD
121	428395796610809856	1160520883.0	Why the fuck is it that The Pretty Girls are Insecure but The Ugly Bitches be confident... that shit Don't make sense /.-
122	428393513240117248	1160520883.0	@sanluispotoyees well no shit! Of course I'm gonna get jealous!!!! Wouldn't you!?
123	428392909088378882	1160520883.0	@sanluispotoyees why...
124	428333018004987904	1160520883.0	@sanluispotoyees you love me lol
125	428182082884366338	1160520883.0	@Ody_12 @foxaustin @Rosie_Amanda @Lopezaniaaa @North_Eastt @Erika_Lizette28 @Audreyy_torres No Problem!:)
126	428178213664083969	1160520883.0	If you gotta get to work be careful out there! & DO NOT SPEED!!! better late than Never!
127	428174600996798464	1160520883.0	@foxaustin @Rosie_Amanda @Lopezaniaaa @North_Eastt @Erika_Lizette28 @Ody_12 @Audreyy_torres Stay Home Kids!:) No School for y'all!!!:)
128	427998483182657536	1160520883.0	@Erika_Lizette28 @Rosie_Amanda @Audreyy_torres @North_Eastt @Ody_12 @Lopezaniaaa yeappp an hour or so extra of sleeping or getting ready:)
129	427994567648894976	1160520883.0	@sanluispotoyees who?
130	427961125674561537	1160520883.0	@RideAlong my favorite part xD
131	427950698970378240	1160520883.0	1st day of Work went great today!!! :D #Cars #Driving #LoveIt
132	427863803162673152	1160520883.0	@foxaustin that he probably goes tubing himself lol
133	427719154687156225	1160520883.0	@sanluispotoyees hehe ;)
134	427697568617734145	1160520883.0	If you give me your All, I'll give you my Everything in return
135	427696815949881344	1160520883.0	Looking Beautiful on the outside isn't the problem, it's Being Beautiful where it counts.. All that makeup couldn't cover up that rotten ..
136	427694858992496640	1160520883.0	Girl I know I'm a screw-up at times but for you I'd get myself in order just to show you that you deserve the world & so much more
137	427693028489195521	1160520883.0	I just wanna get lost in love in a dark place w/ slow music playin, YOU in my arms swayin, w/ a spotlight making ur beautiful smile glow
138	427687551281790976	1160520883.0	Ugly ass mf
139	427658804512043008	1160520883.0	@sanluispotoyees She Wet tho;)
140	427652984210599936	1160520883.0	These tacky mfs right next to me AGAIN!
141	427625057527939072	1160520883.0	@MyNig awww daaaamnnnn I'm Dead xD
142	427623644102012929	1160520883.0	@cbyndom23 It's Intense! You will be glued to the screen after the action begins! I forgot my gf was with me once the guns popped off! Lol
143	427496634415456256	1160520883.0	@sanluispotoyees grandma storeeee lol
144	427482958912450560	1160520883.0	@sanluispotoyees change ur number dipshit..
145	427306353351065600	1160520883.0	@sanluispotoyees oh hehe yes
146	427304671737163776	1160520883.0	Watched @RideAlong for a 2nd time today! @KevinHart4real & @icecube are too damn hilarious! Entire room was gone laughing the whole time! xD
147	427302348302471168	1160520883.0	@sanluispotoyees You looked so Stunning today:)^.^♡
148	427095788255072256	1160520883.0	@sanluispotoyees ur parents maybe! Mine are legit^.^
149	426827771646472192	1160520883.0	@sanluispotoyees ewww ratchet hoeee lol jkjk xD
150	426750591629402112	1160520883.0	All y'all Northerners laughing 'cause we freak out when it freezes, we'll return the favor when you freak out over 90 degree weather. RT
151	426596379025088512	1160520883.0	@Rosie_Amanda Oh Shittt!!! Well Excuse The Fuck Outtaaa Me!!! Lol *Softies!
152	426594589349142528	1160520883.0	@Rosie_Amanda: S/O to @aristeodgo95 for always letting me know when school is cancelled  You Know I Got My Fishy's! Well Softies! Lol
153	426216926793068544	1160520883.0	@sanluispotoyees I'm already done quit whining ughhh u buggg so much -.-
154	426212068635602944	1160520883.0	@sanluispotoyees lol ok:)
155	426211406761844737	1160520883.0	@sanluispotoyees eww don't get me shit for Valentine's that shit is lame af
156	426207262202286081	1160520883.0	@sanluispotoyees I'm Fake? You fake fo bein fake bout bein fake cuz u know u fake but u don't wanna seem fake cause nobody like a fake nigga
157	426201808411701249	1160520883.0	My GF is FAKE
158	426073943972139008	1160520883.0	@FriendlyAssh0le: I feel bad for you bitches with A cup boobs... a nigga might as well touch his own chest while hes kissing you LMFAO
159	426058868179730432	1160520883.0	"Sleeping next 2 someone u love not only reduces depression, but it helps u live longer, & makes you fall asleep faster."" @sanluispotoyees "
160	425868850144362496	1160520883.0	@brissamayen my gf-.- /.^
161	425816328507637760	1160520883.0	@Audreyy_torres that's actually when I drive best^.^
162	425801753737445376	1160520883.0	@Lopezaniaaa that's what she said.. lol
163	425793300134506497	1160520883.0	@elizaaaabethhh_ nooo I just wait for it to die down:/
164	425787428763222016	1160520883.0	@elizaaaabethhh_ yes-.- no I'm just riding it out as usual:/
165	425778403942215680	1160520883.0	@_shedopeee lmao
166	425777718844588032	1160520883.0	@_shedopeee lol
167	425777685130797056	1160520883.0	@_shedopeee *never
168	425776685766569985	1160520883.0	@Audreyy_torres I'm great at it! ^.^
169	425769563108564993	1160520883.0	@Audreyy_torres mhmm yeah sureee okayyy lol
170	425769222585581568	1160520883.0	@elizaaaabethhh_ I know right:( I just showered and now I feel worse -.-
171	425769090309828609	1160520883.0	My eyes are burning:(
172	425757662869852161	1160520883.0	@elizaaaabethhh_ I know mine too :/
173	425755133696163840	1160520883.0	@elizaaaabethhh_ its cause it's usually not this high.. its ten times higher today than ur avg day..
174	425754577367887872	1160520883.0	@elizaaaabethhh_ its all the cedar in the air! Stupid allergies -.-
175	425751319698096128	1160520883.0	@sanluispotoyees I want to go he's fuckin hilarious! :)
176	425748801953873920	1160520883.0	@sanluispotoyees did u even read it? -.-
177	425744228270878720	1160520883.0	@sanluispotoyees why not? After practice?
178	425735031915442176	1160520883.0	@sanluispotoyees: Man I miss him He Misses You Too
179	425731465880412160	1160520883.0	@WTFLifeFacts this makes sense :0
180	425728736596488192	1160520883.0	@FriendlyAssh0le: only reason i would date a black girl is because majority of the time, their dad's are out of the equation Aww Daaammmn!
181	425727391420268544	1160520883.0	@Audreyy_torres lmao LAMEEE Jk
182	425722245168640000	1160520883.0	@Audreyy_torres apparently you do since you bothered to say so lol get off ma tip niggaaa lol
183	425497951129964545	1160520883.0	The creator of Push-Up Bra's should be sued for False Advertisement lol for making guys believe the tits are big when they're really not lol
184	425494341348364288	1160520883.0	"In Winter time bitches be all wifed up, but once spring break kicks in its like ""My boyfriend who? Naw he just a friend don't mind him"" lol"
185	425486119371677696	1160520883.0	I hate when I'm mad as hell & they make me laugh! It's like NO! Fuck You & Your Funny Remark I'm mad at you! You don't deserve my smile! Lol
186	425439543546744832	1160520883.0	@sanluispotoyees goes to show, don't bother your man when he's watching Football lol
187	425435292724510720	1160520883.0	@sanluispotoyees quality burgers, pizza, wings, steak, bbq, home cooked healthy meals, deer, chicken, rabbit, all depending on ur area lol
188	425434586630213633	1160520883.0	@sanluispotoyees like ME! ^.^
189	425405049871663104	1160520883.0	@BadSluttyGirl: A man's beard grows faster when he is anticipating sex. This Explains A Lot... lol
190	425343429623570432	1160520883.0	@Audreyy_torres but u got like 2 more years to go!!! Lol
191	425343351651454976	1160520883.0	@Audreyy_torres Duuuhhh lol
192	425074740936470528	1160520883.0	@j_castelan9 @sanluispotoyees Hahahahaha
193	424982455544590336	1160520883.0	My sister and gf are having girl talk >>>>
194	424952629739786240	1160520883.0	@sanluispotoyees your mom is a Milf ;D hehehe lol jk
195	424949173822046211	1160520883.0	Lunch w the boo @sanluispotoyees in a bit:)
196	424946027603304448	1160520883.0	Yeah! and most of the guys will charge u 20 keith charges $15 & hell trim ur facial hair up too for that same price
197	424592919408832512	1160520883.0	@LifeSexTips: A blow job a day keeps the side chicks away. Very True!
198	424586721896824832	1160520883.0	@GuessMallory Maaaaan they f*cked that little boys Edge Up badddd!!!! Lol
199	424572381751808000	1160520883.0	@BrittyBryan GL!!
200	424347760553242626	1160520883.0	What is it about us guys chewing gum that turns us into cocky assholes? #ButReallyThough #Why
201	424300890418204672	1160520883.0	@sanluispotoyees *me
202	424300532652462080	1160520883.0	"@sanluispotoyees so basically ""Fuck all yall niggas! Except my niggas""... that would've been simpler-.-"
203	424224832188723200	1160520883.0	@Omar_S123 hook it up w a job lol
204	424036301117992960	1160520883.0	Confidence is sexy;) Insecurities are annoying and a COMPLETE Turn Off. .
205	424034292667518976	1160520883.0	My gf is psycho
206	423887556787179520	1160520883.0	Why the fuck does something so simple always gotta be so complicated... #seriously #itsnotthathard
207	423856834965798912	1160520883.0	@sanluispotoyees @muchachoaleegre lol yeeeaaaaapp
208	423615849958612992	1160520883.0	Hate being the only 1 who drives in my fam -.- gotta b taking mf's everywhere! & then they only wanna go somewhere when i don't feel like it
209	423614914461044736	1160520883.0	My sister bitches too much <<< lighten up! That's why nobody wanna take yo ass out nowhere!!!
210	423604710038183936	1160520883.0	Don't understand why my gf gets mad if I don't text her back fast cause when I do her bitchass takes 4ever 2 reply! -.-
211	423592435583705088	1160520883.0	@elizaaaabethhh_ made me look at babies a whole different other way! 0.0
212	423588284506189824	1160520883.0	@CaseyOnFOX7 Oops! Sorry! My mistake.. I usually just skim through long articles so I Misread /.\
213	423580426033037312	1160520883.0	How are guys complicated? All you need to do is give us a Video Game System, Some Space, Feed Us, Fuck Us, Not Nag Us & BOOM = Happy Guy.
214	423570196402409472	1160520883.0	@_shedopeee oh lol no I was just wondering if you were ok since u seemed pretty pissed off..
215	423535271120883715	1160520883.0	@sanluispotoyees @brissamayen whoa whoa whoaaa u can't drink baeee um nooo lol jk^.^
216	423528173972631552	1160520883.0	@IsaacCali96 @sanluispotoyees @brissamayen From suckin on that dick!!!! Hahaha
217	423517933151612928	1160520883.0	@brissamayen @sanluispotoyees estopp I blashhh lol jk but aww:) thanks haha (x
218	423513081986035712	1160520883.0	@ibrandx_ yeah it was my sister's idea so we went w it:) I wanted Sunny!:) I had him for about 2.5 years:)
219	423512584633851906	1160520883.0	@sanluispotoyees: @aristeodgo95 I didn't have one :( that explains a lot actually lol jk bae♡♡
220	423507142365048832	1160520883.0	I HATE girls who try & give us Guys makeovers if they don't like how we dress.. I'm not trying 2 look good I'm trying 2 b comfortable Bitch!
221	423499815054360576	1160520883.0	Then yall's asses wonder why they be having sideline hoes & hiding shit from you! Maybe if you didn't suffocate his ass he wouldn't need to!
222	423499114412654592	1160520883.0	I hate Bitchy Helicopter Girlfriends! Back the Fuck Up & give ur nigga his space! U want him to miss u & sweet talk you? Back The Fuck Up!!!
223	423494218380607488	1160520883.0	@Mariska is so inspiring definitely could be almost everybody's #wcw @theviewtv
224	423479270971695105	1160520883.0	Ungrateful Ass!!! #SitDown #Unacceptable #Shame
225	423474204491522048	1160520883.0	& then u got this big ass grin on ya face thinkin.. HA! KARMA'S A BITCH!!! Yeahhh I was ugly then but u ugly NOW!!! BIIIEEEETCHHHHH!!!! xD!!
226	423472262566535168	1160520883.0	"The moment when u run into a Fugly Girl who swear she know u & u like ""Eww naw!! wrong person cuz I sure wouldn't fuck w/ yo ugly ass"""
227	423467776292814848	1160520883.0	Well I woke up early!.. lol
228	423346429935882242	1160520883.0	@elizaaaabethhh_ its fawwkkkin grossss & yeappp exactlyyy lol yes it is at my house it is my mom be cookin up some yummy  food so its hard!
229	423344507283714048	1160520883.0	@elizaaaabethhh_ its hard when u don't like veggies and tea or eating w water lol and haha come live at my house that won't be 2 hard xD
230	423342835392208896	1160520883.0	@elizaaaabethhh_ cause I wanna be skinny like when I met my gf
231	423341673909719042	1160520883.0	@elizaaaabethhh_ yes! Lol I've been wanting to go idk I pike working out at night :)
232	423341221491113984	1160520883.0	Women's Breasts are similar to Guy's Balls lol one is bigger than the other hahaha
233	423339912616636416	1160520883.0	@elizaaaabethhh_ lets go work out lol
234	423337020434292736	1160520883.0	@elizaaaabethhh_ yeah with your eyes closed and counting sheep lol jk
235	423276827772059649	1160520883.0	The fact that my moods are adapted to my gf's moods <<<< I feel what she feels
236	423275753183010817	1160520883.0	My Beard is getting longer >>>>>
237	423239637436334080	1160520883.0	@Yessy1584G lol
238	423238584900919296	1160520883.0	"@Yessy1584G no... that's like saying ""9 out of 10 girls are unfaithful the 10th one is too but u love her so much you don't wanna see it.."""
239	422985052289388544	1160520883.0	Wtf is #TheFamily it's all up on my TL o.O
240	422971238986690560	1160520883.0	@elizaaaabethhh_ Yea I'm just like naw bitch! This why yo uglyass stay single! Ur standards 2 Up there! Buzzards wouldn't even want cho ass!
241	422969923460026368	1160520883.0	& these lame niggas talkin bout I want a bitch w/ a big booty & tits that know how 2 cook & clean. DAWG! Get Yo Lazy Ass Up & Do It Ya Self!
242	422968489163239426	1160520883.0	Why do ugly girls have the highests fucking standards!?! Like bitchhh!! Sit'chooo ChickenHeaded Ass Down! You don't get to choose!! #DumbHoe
243	422962377915514880	1160520883.0	Hoes be thirsty for follows!!! Lol #MyGenerationIsStupid #WhenWillItEnd #KillIt #KillItNow
244	422961736644165632	1160520883.0	I be havin random ppl on my TL who I don't remember followin!!!! I be like who the fuck is you & why the fuck did I follow your ass!? Lol
245	422953174912102400	1160520883.0	I rather have somebody who will have the guts to call me out when I fuck up or that I'm a fucking asshole upfront & NOT behind my back:)
246	422952269353467904	1160520883.0	Like idk what yo shady ass friends b like.. lol.. xD..  but I value my friends whom are just straight up w a nigga w/o bein around the bush!
247	422951547471802368	1160520883.0	Why is it that when I find some REAL Straightshooter, Honest, & Blunt Friends My Girlfriend ALWAYS, w/o a fail, HATES them? -.- #No #StopIt
248	422879754811760640	1160520883.0	I can't wait till I'm 21! Not because I want to drink! Idc bout that!... I just want to be able to get my Gun holder's license #ItsATXThing
249	422879292725288960	1160520883.0	I feel sleepy <<<
250	422850887099224064	1160520883.0	Having a Truck is like being Married. Except when you wanna upgrade, they don't take half your shit! #VeryTrue #TruckLove
251	422840592729534464	1160520883.0	Stfu! You need a good dick-slap hoe!
252	422824430742425600	1160520883.0	My Gf ;)  >>>>> Yours ...
253	422818308442714112	1160520883.0	Soccer All Up On My TL <<<<<< Ewww
254	422610792106586112	1160520883.0	@sanluispotoyees its still annoying lol bht you're fucking stunning ;)
255	422610618923757568	1160520883.0	@elizaaaabethhh_ @CiinthiiaRm lol NOOO hahahaha
256	422610067674767360	1160520883.0	@sanluispotoyees ur one of them sometimes -.-
257	422608146171842561	1160520883.0	@elizaaaabethhh_ @CiinthiiaRm when we have kids lol which is NOT ANYTIME SOON!!!! I hope lmao:)
258	422607225148825600	1160520883.0	@sanluispotoyees ewwww I look hideous I haven't shaved or had a fade in over a month lmap
259	422309007387140096	1160520883.0	@EricaYolli lmao Weak Nigga hahaha
260	422293904474398720	1160520883.0	@elizaaaabethhh_ sipiripiwepaaa lol
261	422289504053903360	1160520883.0	@elizaaaabethhh_ lol WEAK!!!! Lol JK
262	422285295610908672	1160520883.0	@elizaaaabethhh_ me too lmao especially cause I'm a instigating ass nigga lmao
263	422283186035359744	1160520883.0	@elizaaaabethhh_ true I'm just like ewww fake ass mf!!!
264	439759756723355650	1520815188.0	@bonitah94 @Jona_Boy13 oiesaaa
265	439655510028341248	1520815188.0	@Jona_Boy13 @BullyingFutbol monterejajajajaja
266	439648715058327552	1520815188.0	Aver si no llueve 
267	439645754798243841	1520815188.0	@Jona_Boy13 perras desgraciadas
268	439644878029336576	1520815188.0	@Jona_Boy13 ora que hizo??
269	438917520397844481	1520815188.0	los hombres somos exelentes cocineros...con 2 huevos, 1 salchicha, y un poco de leche llenamos la panza de una mujer por 9 meses jijiji
270	438915042444996610	1520815188.0	de chiquito me daban leche de bote ahora me la sacan del camote
271	438913334096572417	1520815188.0	Había una vez un perro que se llamaba pegamento, se cayo y se pego 
272	438869227529719809	1520815188.0	@El_Ctoni @raiadikta8 si y te largas pa quedarme SOLA con ella
273	438868586442915840	1520815188.0	@El_Ctoni @raiadikta8 no traen nada cao me mato ay me dejas unas caguamas en mi caja
274	438866148143030272	1520815188.0	Ay ta por no echarlas |:
275	438866079838789632	1520815188.0	@El_Ctoni @raiadikta8 tu secreto esta gurdadito con migo amiguis.  Trato echo jamas desecho! !
276	438865438437801984	1520815188.0	Le hubiera dado otro enganche pa tras y.mocos ay ta el gol
277	438864257489182721	1520815188.0	@raiadikta8 me debes una regia 
278	438863802956668928	1520815188.0	METENLAAA!!!
279	438863086540189697	1520815188.0	Vergas
280	438857793806692352	1520815188.0	Aahh suu putaaa.madreee
281	438857280654548993	1520815188.0	GOOOOOOOL!!!!!!
282	438857153126752256	1520815188.0	Puercooo!!!
283	438856449247027200	1520815188.0	Dale Rebaño!! !!
284	438856391881551872	1520815188.0	@chivas_madrid95 orita cae el gol
285	438852844343422976	1520815188.0	Me emocione :(
286	438852190015197185	1520815188.0	Ahh culoo!!
287	438849770455449600	1520815188.0	NI un tiro ah sido peligroso |:
288	438848679395328000	1520815188.0	Esos tirios
289	438847985569394688	1520815188.0	Ponga huevooo!
290	438845643033829377	1520815188.0	Todavía falta pa ganar!
291	438845420219805696	1520815188.0	Esa defensa que pedo
292	438840714869227520	1520815188.0	Vamos rebaño!
293	438831738676973568	1520815188.0	Me tienen cocinando |:
294	438670690980343808	1520815188.0	@Jona_Boy13 soplandole a la vuvuzela el
295	438669995938037760	1520815188.0	@Jona_Boy13 pobres :(
296	438558929061040128	1520815188.0	Me amarraron como puercoo!!
297	438545095797649409	1520815188.0	Por eso estas como estas
298	438515627834105857	1520815188.0	Esos pinches nopales que me trage 
299	438404266399502336	1520815188.0	@chinitacutek calleseee! 
300	438362396843732993	1520815188.0	@El_Ctoni @JonathanMedin51 andale 
301	437810225060392960	1520815188.0	2/2 El
302	437676022490595328	1520815188.0	Putooo!!! @El_Ctoni
303	437672948342595584	1520815188.0	Aver que hace la momia
304	437671707323535361	1520815188.0	Noo pos pa pasar al ponce ta cabron
305	437667340537184256	1520815188.0	Pinche clavado 
306	437660955149729792	1520815188.0	Buen primer tiempo pero falta el gol #VamosRebaño
307	437659969307951105	1520815188.0	Un espantoso 0-0
308	437655099297394688	1520815188.0	Esoo defensa!!
309	437652859861999616	1520815188.0	No pasa nada
310	437651854520893440	1520815188.0	Ah puercos
311	437650323474092032	1520815188.0	Cagala guey! 
312	437645862114557952	1520815188.0	#VamosRebaño 
313	437398949419180032	1520815188.0	@Jona_Boy13 AFICIONADOS PUMAS SALGAN DE SUS CUEVAS PARA QUE LOS AMERICANISTAS PASEN A OCUPARLAS.
314	437397137886683136	1520815188.0	Como quedaron tus aguilias cagadas!?!? @Jona_Boy13
315	437321095142588416	1520815188.0	@Jona_Boy13 ridiculos!
316	437318307503288320	1520815188.0	Gol 
317	437311292336906240	1520815188.0	Se puso  el juego pues
318	437311086727925760	1520815188.0	Rayasela!
319	437275907468693504	1520815188.0	Puro pedoo
320	436915823223898112	1520815188.0	@spodermenpls @arelyyy_090812 ira este guey ha
